timestamp,equity,cash
,,
2025-10-20T01:48:23.118464Z,100164.28941345468,25011.2566831858
2025-10-20T01:48:27.200316Z,100049.8476565597,24950.952877815478
2025-10-20T01:48:31.241368Z,100164.56514723733,24984.245462660594
2025-10-20T01:48:35.292612Z,99912.7797584136,25046.899781674838
2025-10-20T01:48:39.337214Z,99967.26736959959,25043.985433035174
2025-10-20T01:48:43.371550Z,99917.3968528312,24996.34304422054
2025-10-20T01:48:47.404097Z,100161.17080415382,24977.814856958634
2025-10-20T01:48:51.457093Z,100188.5359048119,25001.839525979987
2025-10-20T01:48:55.526455Z,100093.29657474588,25032.27391066615
2025-10-20T01:48:59.592155Z,99985.02415091565,24994.534121286073
2025-10-20T01:49:03.632577Z,99971.72428024744,25044.79018425109
2025-10-20T01:49:07.670936Z,99943.94353356393,25008.237608562413
2025-10-20T01:49:11.717009Z,99880.58740648764,24970.2535714036
2025-10-20T01:49:15.774560Z,99880.38339949754,25024.632255907138
2025-10-20T01:49:19.817156Z,100192.8165293723,24958.787194318193
2025-10-20T01:49:23.855611Z,100197.44827088945,25028.82947179062
2025-10-20T01:49:27.906447Z,99973.91201363878,25039.118662631052
2025-10-20T01:49:31.946457Z,99914.87630310396,24962.376435349328
2025-10-20T01:49:35.980372Z,100093.34996454579,25018.727830331496
2025-10-20T01:49:40.015561Z,99960.8889713257,24985.919018849323
2025-10-20T01:49:44.050011Z,100152.07510390389,25001.02678946893
2025-10-20T01:49:48.110874Z,100076.654829912,25006.56976411664
2025-10-20T01:49:52.147528Z,100189.3357986177,25012.56066255717
2025-10-20T01:49:56.190912Z,100008.39898872579,24959.42000750917
2025-10-20T01:50:00.234362Z,100046.66436521588,24996.318495720792
2025-10-20T01:50:04.289470Z,99871.47166278564,24992.1411800967
2025-10-20T01:50:08.333294Z,99840.37136839886,24967.190806059032
2025-10-20T01:50:12.379628Z,99856.25635180122,25037.753113584677
2025-10-20T01:50:16.415634Z,100179.96828466073,25011.553433728128
2025-10-20T01:50:20.456100Z,99881.44825718946,24993.0453104362
2025-10-20T01:50:24.507729Z,99917.97380825094,25036.287272936966
2025-10-20T01:50:28.546323Z,99864.60970124381,25047.715687209864
2025-10-20T01:50:32.583397Z,99815.26269528295,24967.042899763317
2025-10-20T01:50:36.617206Z,100064.63856209011,25007.886618044773
2025-10-20T01:50:40.654456Z,100075.14538747071,25020.83461194226
2025-10-20T01:50:44.689108Z,100154.55755232206,25034.095494666002
2025-10-20T01:50:48.726234Z,100092.0096742252,24970.74986574966
2025-10-20T01:50:52.771805Z,100122.82652190774,25028.84032412215
2025-10-20T01:50:56.806662Z,99870.38592334746,24986.51366398577
2025-10-20T01:51:00.840313Z,99966.70395954653,24991.707004949014
2025-10-20T01:51:04.888303Z,99841.44173892231,25003.672974751425
2025-10-20T01:51:08.924168Z,99908.60815871548,25015.681856512445
2025-10-20T01:51:12.971180Z,99906.24284481286,25007.37175994079
2025-10-20T01:51:17.017869Z,99931.82344269367,24985.47980394873
2025-10-20T01:51:21.060421Z,100188.93334935769,24962.068860193383
2025-10-20T01:51:25.100242Z,99931.24263347084,25039.150350016065
2025-10-20T01:51:29.162379Z,99930.856673006,24989.40824203752
2025-10-20T01:51:33.198259Z,100138.23796909393,24964.226209705455
2025-10-20T01:51:37.237814Z,99899.31463548623,24963.132789812415
2025-10-20T01:51:41.296292Z,100075.57284259707,25046.850714445987
2025-10-20T01:51:45.347942Z,100075.09314699596,25048.887646816922
2025-10-20T01:51:49.382673Z,99882.28374242639,25046.71086385848
2025-10-20T01:51:53.426920Z,100182.82524755668,24966.353304153487
2025-10-20T01:51:57.463529Z,100092.06695875166,25002.54707219537
2025-10-20T01:52:01.500585Z,99825.3423735049,25027.07151682005
2025-10-20T01:52:05.538678Z,100112.72254588256,25044.54822030514
2025-10-20T01:52:09.579991Z,99906.55682642235,24984.24457976297
2025-10-20T01:52:13.612925Z,100126.70586536416,24966.330364776062
2025-10-20T01:52:17.647092Z,100147.61938535573,24964.98788589087
2025-10-20T01:52:21.683742Z,99810.41828507755,24980.19010089561
2025-10-20T01:52:25.714265Z,99865.48315356053,25048.002847112737
2025-10-20T01:52:29.747454Z,100128.04626784327,25015.77493258416
2025-10-20T01:52:33.784403Z,100144.39136671282,25046.62321926839
2025-10-20T01:52:37.824190Z,99801.41885488732,25028.197933685427
2025-10-20T01:52:41.855391Z,100006.55731176976,24987.527128146776
2025-10-20T01:52:45.886246Z,99926.94874395254,24973.763395721864
2025-10-20T01:52:49.921713Z,99946.6994844339,25036.887649256798
2025-10-20T01:52:53.955346Z,100026.26783549393,24999.683767078757
2025-10-20T01:52:57.992778Z,99969.70455619259,24955.830738264136
2025-10-20T01:53:02.038173Z,100173.24003554991,24963.870909649522
2025-10-20T01:53:06.069982Z,99988.71006051367,24968.819430862935
2025-10-20T01:53:10.163716Z,100133.46341072029,24967.523194390385
2025-10-20T01:53:14.196184Z,100108.52188085548,24997.96693155678
2025-10-20T01:53:18.244480Z,100066.57948290659,25047.073931969164
2025-10-20T01:53:22.292055Z,99857.08419401295,24971.478557483963
2025-10-20T01:53:26.334293Z,99927.38746764908,25019.186638349573
2025-10-20T01:53:30.370509Z,100180.19075490414,25018.724032806535
2025-10-20T01:53:34.415416Z,100013.07130768993,24951.642687645774
2025-10-20T01:53:38.468424Z,100024.71006798223,24956.385675359772
2025-10-20T01:53:42.514649Z,100026.38026301129,25005.555784138833
2025-10-20T01:53:46.561899Z,99900.34020343782,24996.746172828414
2025-10-20T01:53:50.597432Z,99888.71085143251,25028.960470816935
2025-10-20T01:53:54.636641Z,99879.5487047977,25011.716886569702
2025-10-20T01:53:58.672941Z,100059.83343293631,24955.394016718292
2025-10-20T01:54:02.718602Z,100023.48316390332,24958.100224675367
2025-10-20T01:54:06.754269Z,100137.854966387,25012.320710982673
2025-10-20T01:54:10.800850Z,99942.21943386846,24969.52113427184
2025-10-20T01:54:14.836175Z,99958.38806897862,25018.989833640037
2025-10-20T01:54:18.874740Z,99834.34035058081,24957.390686110015
2025-10-20T01:54:22.907770Z,100054.76080759289,25048.47283718699
2025-10-20T01:54:26.942911Z,100018.86079039628,24959.91561671469
2025-10-20T01:54:30.978256Z,99832.12141640775,24984.695741634394
2025-10-20T01:54:35.016136Z,99844.03423924564,25043.101459379683
2025-10-20T01:54:39.052890Z,99852.73499099561,24976.591506578337
2025-10-20T01:54:43.097483Z,99861.68182842026,24971.22117169224
2025-10-20T01:54:47.133187Z,100104.11790804344,24955.54410923756
2025-10-20T01:54:51.171372Z,99896.76155591245,25001.587104601935
2025-10-20T01:54:55.205553Z,100197.01991782176,24976.94768484451
2025-10-20T01:54:59.241185Z,100061.91759807126,25004.322569151016
2025-10-20T01:55:03.283718Z,100039.72032777687,24991.41078031336
2025-10-20T01:55:07.319078Z,100044.7462453908,25012.58136429802
2025-10-20T01:55:11.350314Z,99968.22942432329,24993.657341688635
2025-10-20T01:55:15.382853Z,99868.71953270707,24989.870570534746
2025-10-20T01:55:19.431706Z,100003.01557717532,24993.11504948717
2025-10-20T01:55:23.464920Z,100130.94289440871,24982.276749694247
2025-10-20T01:55:27.549675Z,100179.29932334408,24957.217661390947
2025-10-20T01:55:31.585769Z,100081.63928849772,25016.524884715433
2025-10-20T01:55:35.624428Z,99909.69089331807,24955.837357349355
2025-10-20T01:55:39.662492Z,99925.95674693596,24981.841076122862
2025-10-20T01:55:43.695302Z,99822.16090235805,25035.55299468448
2025-10-20T01:55:47.746677Z,99839.0875121502,24976.206664623445
2025-10-20T01:55:51.784555Z,99840.33441570945,24990.056471967633
2025-10-20T01:55:55.826009Z,99976.88041073216,25008.693787894663
2025-10-20T01:55:59.876808Z,99917.62518809614,25015.435145104937
2025-10-20T01:56:03.919983Z,99921.9529897346,24978.197229340814
2025-10-20T01:56:07.963860Z,99916.43321366255,24961.26376211236
2025-10-20T01:56:11.997142Z,99806.83601619466,24996.672386291288
2025-10-20T01:56:16.032945Z,99827.99778032796,24963.266125768212
2025-10-20T01:56:20.072442Z,99842.55925733838,24969.407265334055
2025-10-20T01:56:24.123649Z,100177.95668534635,24996.33851929496
2025-10-20T01:56:28.162368Z,99804.69016274606,25048.171189925935
2025-10-20T01:56:32.207535Z,99961.81329317832,25000.05725148462
2025-10-20T01:56:36.244292Z,99872.76786885364,24967.93040257034
2025-10-20T01:56:40.278084Z,99990.68689712699,24965.79509795866
2025-10-20T01:56:44.306250Z,100074.46834008578,25014.506625813912
2025-10-20T01:56:48.332746Z,100025.05802377083,25017.695836956224
2025-10-20T01:56:52.419931Z,99996.14934777748,24981.454602706013
2025-10-20T01:56:56.458046Z,99860.21410533266,25019.392111850826
2025-10-20T01:57:00.506237Z,100177.10024583,24970.226487553395
2025-10-20T01:57:04.546919Z,100135.23828722604,25028.538724344926
2025-10-20T01:57:08.590270Z,100013.54625455756,25048.716490183717
2025-10-20T01:57:12.631163Z,99844.68095476653,25044.27463502184
2025-10-20T01:57:16.663077Z,99910.97873407482,24972.900407694975
2025-10-20T01:57:20.722963Z,100182.8683953531,25043.653925673418
2025-10-20T01:57:24.757231Z,100062.87578248438,24957.89518970207
2025-10-20T01:57:28.807489Z,100008.53177077042,24971.930602864686
2025-10-20T01:57:32.866138Z,99921.62712708034,24966.67743397688
2025-10-20T01:57:36.907623Z,99907.18032327763,24995.1852315083
2025-10-20T01:57:40.948593Z,99835.31934903946,25048.83918263258
2025-10-20T01:57:45.003727Z,100011.52683727653,24959.437781963858
2025-10-20T01:57:49.043505Z,99989.21596017422,25042.077687092642
2025-10-20T01:57:53.082134Z,99950.40449747536,24962.097183389138
2025-10-20T01:57:57.119621Z,100027.7302967767,25010.720187463605
2025-10-20T01:58:01.154888Z,99884.31242274739,24994.470688364767
2025-10-20T01:58:05.191826Z,99935.96630207835,25028.673253225803
2025-10-20T01:58:09.223003Z,99931.65048904487,25015.46501915982
2025-10-20T01:58:13.260783Z,99980.0516683829,25002.58552227019
2025-10-20T01:58:17.296029Z,100008.18056997267,25031.797081153803
2025-10-20T01:58:21.336814Z,100176.26460277477,25012.881343799814
2025-10-20T01:58:25.376483Z,100086.2206861494,25027.211125428097
2025-10-20T01:58:29.410413Z,100014.41125703864,25044.999464933004
2025-10-20T01:58:33.455372Z,100049.68346406135,24974.034179361188
2025-10-20T01:58:37.501672Z,99845.34845054893,25035.50416820389
2025-10-20T01:58:41.536274Z,99800.77059456367,24967.233930636674
2025-10-20T01:58:45.564871Z,100000.26308784459,24968.37884736981
2025-10-20T01:58:49.602434Z,100026.64638841391,25022.865871747446
2025-10-20T01:58:53.647816Z,99982.87391562371,24989.006191126795
2025-10-20T01:58:57.686848Z,99845.04433857776,25020.55236266206
2025-10-20T01:59:01.727570Z,99997.97925766793,24984.231960327324
2025-10-20T01:59:05.764203Z,99890.02172552832,24982.877518857127
2025-10-20T01:59:09.803656Z,99889.39990794772,25011.664236789027
2025-10-20T01:59:13.898562Z,100194.95339966024,24961.067157729
2025-10-20T01:59:17.939874Z,100198.89692270744,24970.818815820192
2025-10-20T01:59:21.986336Z,99991.0801421988,25025.10123511777
2025-10-20T01:59:26.036954Z,99842.46818855994,24967.710357012525
2025-10-20T01:59:30.085101Z,99844.57406946334,24954.313079176412
2025-10-20T01:59:34.126880Z,99844.60195089212,24970.302148390696
2025-10-20T01:59:38.172320Z,99953.92957321185,24951.738559919886
2025-10-20T01:59:42.202751Z,99995.48134202897,25010.474700219293
2025-10-20T01:59:46.254612Z,99976.24696347304,24985.47557060171
2025-10-20T01:59:50.290464Z,100153.34709522233,24970.56442243932
2025-10-20T01:59:54.325385Z,100119.31141412644,25021.4411515497
2025-10-20T01:59:58.362611Z,99950.68188009397,25011.73062834349
2025-10-20T02:00:02.413553Z,99833.50627697135,25033.116771213317
2025-10-20T02:00:06.452125Z,99822.92886345567,24956.59854684449
2025-10-20T02:00:10.496753Z,100133.34279834644,24999.34067114634
2025-10-20T02:00:14.532857Z,99950.2358693177,24950.866076332
